Date;Location;Total Cases;Total Deaths;Total Recovered
5/17/2022;Papua Barat;31383;381;30978
5/17/2022;Riau;150820;4428;146041
5/17/2022;Sulawesi Barat;15548;391;15150
5/17/2022;Sulawesi Selatan;143481;2473;140970
5/17/2022;Sulawesi Tengah;60783;1722;59051
5/17/2022;Sulawesi Tenggara;25587;566;25001
5/17/2022;Sulawesi Utara;51511;1190;50290
5/17/2022;Sumatera Barat;103811;2349;101408
5/17/2022;Sumatera Selatan;80461;3343;77085
5/17/2022;Sumatera Utara;155040;3253;151681
5/18/2022;Aceh;43698;2217;41482
5/18/2022;Bali;157447;4563;152695
5/18/2022;Banten;292825;2930;289644
5/18/2022;Bengkulu;29112;519;28591
5/18/2022;DKI Jakarta;1249367;15282;1233242
5/18/2022;Daerah Istimewa Yogyakarta;220632;5902;214608
5/18/2022;Gorontalo;13899;484;13397
5/18/2022;Indonesia;6051532;156498;5891190
5/18/2022;Jambi;38250;879;37353
5/18/2022;Jawa Barat;1106127;15829;1089798
5/18/2022;Jawa Tengah;627434;33276;593561
5/18/2022;Jawa Timur;575965;31629;544316
5/18/2022;Kalimantan Barat;64662;1128;63506
5/18/2022;Kalimantan Selatan;84290;2535;81729
5/18/2022;Kalimantan Tengah;56035;1539;54470
5/18/2022;Kalimantan Timur;206292;5712;200541
5/18/2022;Kalimantan Utara;45311;858;44383
5/18/2022;Kepulauan Bangka Belitung;65603;1601;63996
5/18/2022;Kepulauan Riau;70178;1880;68269
5/18/2022;Lampung;74428;4170;70150
5/18/2022;Maluku;18550;292;18242
5/18/2022;Maluku Utara;14515;329;14160
5/18/2022;Nusa Tenggara Barat;36069;901;35002
5/18/2022;Nusa Tenggara Timur;93813;1517;92266
5/18/2022;Papua;48578;578;47791
5/18/2022;Papua Barat;31383;381;30980
5/18/2022;Riau;150821;4428;146042
5/18/2022;Sulawesi Barat;15549;391;15152
5/18/2022;Sulawesi Selatan;143485;2473;140972
5/18/2022;Sulawesi Tengah;60786;1722;59054
5/18/2022;Sulawesi Tenggara;25588;566;25003
5/18/2022;Sulawesi Utara;51511;1190;50290
5/18/2022;Sumatera Barat;103811;2349;101411
5/18/2022;Sumatera Selatan;80462;3343;77085
5/18/2022;Sumatera Utara;155044;3253;151682
5/19/2022;Aceh;43698;2217;41482
5/19/2022;Bali;157467;4563;152706
5/19/2022;Banten;292852;2931;289668
5/19/2022;Bengkulu;29112;519;28591
5/19/2022;DKI Jakarta;1249457;15282;1233423
5/19/2022;Daerah Istimewa Yogyakarta;220635;5902;214624
5/19/2022;Gorontalo;13899;484;13397
5/19/2022;Indonesia;6051850;156510;5891574
5/19/2022;Jambi;38250;879;37355
5/19/2022;Jawa Barat;1106175;15832;1089847
5/19/2022;Jawa Tengah;627465;33280;593774
5/19/2022;Jawa Timur;576002;31630;544350
5/19/2022;Kalimantan Barat;64663;1128;63528
5/19/2022;Kalimantan Selatan;84293;2535;81732
5/19/2022;Kalimantan Tengah;56037;1539;54473
5/19/2022;Kalimantan Timur;206301;5712;200542
5/19/2022;Kalimantan Utara;45312;858;44383
5/19/2022;Kepulauan Bangka Belitung;65604;1601;63996
5/19/2022;Kepulauan Riau;70179;1880;68273
5/19/2022;Lampung;74438;4170;70152
5/19/2022;Maluku;18554;292;18242
5/19/2022;Maluku Utara;14517;329;14160
5/19/2022;Nusa Tenggara Barat;36070;901;35003
5/19/2022;Nusa Tenggara Timur;93814;1517;92268
5/19/2022;Papua;48582;578;47791
5/19/2022;Papua Barat;31384;381;30982
5/19/2022;Riau;150822;4428;146042
5/19/2022;Sulawesi Barat;15549;391;15152
5/19/2022;Sulawesi Selatan;143489;2473;140972
5/19/2022;Sulawesi Tengah;60793;1723;59056
5/19/2022;Sulawesi Tenggara;25588;566;25003
5/19/2022;Sulawesi Utara;51511;1190;50290
5/19/2022;Sumatera Barat;103812;2349;101411
5/19/2022;Sumatera Selatan;80465;3343;77085
5/19/2022;Sumatera Utara;155049;3254;151688
5/20/2022;Aceh;43699;2217;41482
5/20/2022;Bali;157483;4563;152727
5/20/2022;Banten;292877;2931;289685
5/20/2022;Bengkulu;29112;519;28591
5/20/2022;DKI Jakarta;1249539;15282;1233530
5/20/2022;Daerah Istimewa Yogyakarta;220637;5902;214628
5/20/2022;Gorontalo;13900;484;13397
5/20/2022;Indonesia;6052100;156513;5891872
5/20/2022;Jambi;38253;879;37355
5/20/2022;Jawa Barat;1106207;15832;1089903
5/20/2022;Jawa Tengah;627483;33282;593796
5/20/2022;Jawa Timur;576027;31630;544376
5/20/2022;Kalimantan Barat;64664;1128;63528
5/20/2022;Kalimantan Selatan;84295;2535;81732
5/20/2022;Kalimantan Tengah;56042;1539;54480
5/20/2022;Kalimantan Timur;206302;5712;200551
5/20/2022;Kalimantan Utara;45313;858;44383
5/20/2022;Kepulauan Bangka Belitung;65604;1601;63996
5/20/2022;Kepulauan Riau;70179;1880;68273
5/20/2022;Lampung;74440;4170;70152
5/20/2022;Maluku;18558;292;18242
5/20/2022;Maluku Utara;14517;330;14162
5/20/2022;Nusa Tenggara Barat;36070;901;35003
5/20/2022;Nusa Tenggara Timur;93819;1517;92268
5/20/2022;Papua;48587;578;47791
5/20/2022;Papua Barat;31391;381;30982
5/20/2022;Riau;150824;4428;146045
5/20/2022;Sulawesi Barat;15552;391;15152
5/20/2022;Sulawesi Selatan;143491;2473;140984
5/20/2022;Sulawesi Tengah;60795;1723;59056
5/20/2022;Sulawesi Tenggara;25588;566;25004
5/20/2022;Sulawesi Utara;51511;1190;50291
5/20/2022;Sumatera Barat;103815;2349;101413
5/20/2022;Sumatera Selatan;80465;3343;77086
5/20/2022;Sumatera Utara;155049;3254;151698
5/21/2022;Aceh;43699;2217;41482
5/21/2022;Bali;157492;4563;152754
5/21/2022;Banten;292902;2931;289697
5/21/2022;Bengkulu;29112;519;28591
5/21/2022;DKI Jakarta;1249632;15282;1233611
5/21/2022;Daerah Istimewa Yogyakarta;220639;5902;214634
5/21/2022;Gorontalo;13900;484;13397
5/21/2022;Indonesia;6052363;156519;5892126
5/21/2022;Jambi;38254;879;37358
5/21/2022;Jawa Barat;1106241;15834;1089933
5/21/2022;Jawa Tengah;627504;33283;593808
5/21/2022;Jawa Timur;576066;31632;544411
5/21/2022;Kalimantan Barat;64667;1128;63528
5/21/2022;Kalimantan Selatan;84295;2535;81741
5/21/2022;Kalimantan Tengah;56043;1539;54485
5/21/2022;Kalimantan Timur;206303;5712;200561
5/21/2022;Kalimantan Utara;45315;858;44383
5/21/2022;Kepulauan Bangka Belitung;65604;1601;63996
5/21/2022;Kepulauan Riau;70179;1880;68273
5/21/2022;Lampung;74445;4170;70152
5/21/2022;Maluku;18562;292;18243
5/21/2022;Maluku Utara;14518;330;14162
5/21/2022;Nusa Tenggara Barat;36070;901;35003
5/21/2022;Nusa Tenggara Timur;93823;1517;92272
5/21/2022;Papua;48587;578;47791
5/21/2022;Papua Barat;31392;381;30984
5/21/2022;Riau;150824;4428;146046
5/21/2022;Sulawesi Barat;15552;392;15152
5/21/2022;Sulawesi Selatan;143500;2473;140989
5/21/2022;Sulawesi Tengah;60796;1723;59056
5/21/2022;Sulawesi Tenggara;25588;566;25006
5/21/2022;Sulawesi Utara;51512;1190;50292
5/21/2022;Sumatera Barat;103816;2349;101413
5/21/2022;Sumatera Selatan;80468;3343;77091
5/21/2022;Sumatera Utara;155051;3254;151702
5/22/2022;Aceh;43700;2217;41482
5/22/2022;Bali;157502;4563;152760
5/22/2022;Banten;292929;2931;289797
5/22/2022;Bengkulu;29112;519;28591
5/22/2022;DKI Jakarta;1249742;15284;1233700
5/22/2022;Daerah Istimewa Yogyakarta;220641;5902;214636
5/22/2022;Gorontalo;13901;484;13397
5/22/2022;Indonesia;6052590;156522;5892411
5/22/2022;Jambi;38254;879;37359
5/22/2022;Jawa Barat;1106260;15834;1089950
5/22/2022;Jawa Tengah;627514;33283;593822
5/22/2022;Jawa Timur;576091;31632;544437
5/22/2022;Kalimantan Barat;64667;1128;63528
5/22/2022;Kalimantan Selatan;84297;2535;81742
5/22/2022;Kalimantan Tengah;56043;1539;54485
5/22/2022;Kalimantan Timur;206305;5712;200565
5/22/2022;Kalimantan Utara;45315;858;44383
5/22/2022;Kepulauan Bangka Belitung;65604;1601;63996
5/22/2022;Kepulauan Riau;70181;1880;68276
5/22/2022;Lampung;74449;4170;70152
5/22/2022;Maluku;18564;292;18248
5/22/2022;Maluku Utara;14518;330;14162
5/22/2022;Nusa Tenggara Barat;36072;901;35003
5/22/2022;Nusa Tenggara Timur;93824;1517;92272
5/22/2022;Papua;48588;578;47791
5/22/2022;Papua Barat;31394;381;30990
5/22/2022;Riau;150824;4428;146047
5/22/2022;Sulawesi Barat;15552;392;15152
5/22/2022;Sulawesi Selatan;143500;2473;140989
5/22/2022;Sulawesi Tengah;60796;1723;59056
5/22/2022;Sulawesi Tenggara;25588;567;25006
5/22/2022;Sulawesi Utara;51512;1190;50293
5/22/2022;Sumatera Barat;103817;2349;101413
5/22/2022;Sumatera Selatan;80468;3343;77092
5/22/2022;Sumatera Utara;155054;3254;151708
5/23/2022;Aceh;43700;2217;41482
5/23/2022;Bali;157513;4563;152801
5/23/2022;Banten;292957;2931;289827
5/23/2022;Bengkulu;29113;519;28591
5/23/2022;DKI Jakarta;1249800;15285;1233815
5/23/2022;Daerah Istimewa Yogyakarta;220641;5902;214637
5/23/2022;Gorontalo;13901;484;13397
5/23/2022;Indonesia;6052764;156534;5893340
5/23/2022;Jambi;38254;879;37360
5/23/2022;Jawa Barat;1106291;15836;1090064
5/23/2022;Jawa Tengah;627522;33286;593838
5/23/2022;Jawa Timur;576109;31633;544470
5/23/2022;Kalimantan Barat;64669;1128;63528
5/23/2022;Kalimantan Selatan;84297;2535;81747
5/23/2022;Kalimantan Tengah;56043;1539;54491
5/23/2022;Kalimantan Timur;206306;5712;200571
5/23/2022;Kalimantan Utara;45315;858;44389
5/23/2022;Kepulauan Bangka Belitung;65604;1601;64000
5/23/2022;Kepulauan Riau;70181;1880;68290
5/23/2022;Lampung;74450;4170;70152
5/23/2022;Maluku;18564;292;18248
5/23/2022;Maluku Utara;14518;330;14166
5/23/2022;Nusa Tenggara Barat;36072;901;35003
5/23/2022;Nusa Tenggara Timur;93827;1517;92274
5/23/2022;Papua;48589;579;47961
5/23/2022;Papua Barat;31396;381;30994
5/23/2022;Riau;150825;4428;146388
5/23/2022;Sulawesi Barat;15554;393;15152
5/23/2022;Sulawesi Selatan;143501;2474;140993
5/23/2022;Sulawesi Tengah;60796;1723;59057
5/23/2022;Sulawesi Tenggara;25589;567;25006
5/23/2022;Sulawesi Utara;51513;1190;50293
5/23/2022;Sumatera Barat;103818;2349;101419
5/23/2022;Sumatera Selatan;80469;3343;77093
5/23/2022;Sumatera Utara;155056;3254;151716
5/24/2022;Aceh;43701;2217;41482
5/24/2022;Bali;157530;4563;152826
5/24/2022;Banten;292980;2931;289837
5/24/2022;Bengkulu;29113;519;28591
5/24/2022;DKI Jakarta;1249948;15288;1233909
5/24/2022;Daerah Istimewa Yogyakarta;220647;5903;214638
5/24/2022;Gorontalo;13901;485;13397
5/24/2022;Indonesia;6053109;156548;5893628
5/24/2022;Jambi;38254;879;37361
5/24/2022;Jawa Barat;1106348;15838;1090129
5/24/2022;Jawa Tengah;627534;33288;593860
5/24/2022;Jawa Timur;576134;31636;544496
5/24/2022;Kalimantan Barat;64671;1128;63532
5/24/2022;Kalimantan Selatan;84302;2535;81748
5/24/2022;Kalimantan Tengah;56043;1540;54495
5/24/2022;Kalimantan Timur;206310;5713;200573
5/24/2022;Kalimantan Utara;45315;858;44389
5/24/2022;Kepulauan Bangka Belitung;65604;1601;64001
5/24/2022;Kepulauan Riau;70181;1880;68290
5/24/2022;Lampung;74455;4170;70153
5/24/2022;Maluku;18568;292;18251
5/24/2022;Maluku Utara;14522;330;14170
5/24/2022;Nusa Tenggara Barat;36073;901;35003
5/24/2022;Nusa Tenggara Timur;93830;1517;92278
5/24/2022;Papua;48590;579;47961
5/24/2022;Papua Barat;31408;381;30998
5/24/2022;Riau;150826;4428;146388
5/24/2022;Sulawesi Barat;15554;393;15152
5/24/2022;Sulawesi Selatan;143503;2474;140999
5/24/2022;Sulawesi Tengah;60796;1723;59059
5/24/2022;Sulawesi Tenggara;25589;567;25007
5/24/2022;Sulawesi Utara;51514;1190;50295
5/24/2022;Sumatera Barat;103820;2349;101421
5/24/2022;Sumatera Selatan;80473;3343;77096
5/24/2022;Sumatera Utara;155061;3254;151723
5/25/2022;Aceh;43701;2217;41482
5/25/2022;Bali;157555;4563;152837
5/25/2022;Banten;293006;2932;289849
5/25/2022;Bengkulu;29113;519;28591
5/25/2022;DKI Jakarta;1250076;15288;1233973
5/25/2022;Daerah Istimewa Yogyakarta;220651;5903;214639
5/25/2022;Gorontalo;13901;485;13397
5/25/2022;Indonesia;6053424;156553;5893860
5/25/2022;Jambi;38254;879;37363
5/25/2022;Jawa Barat;1106395;15839;1090191
5/25/2022;Jawa Tengah;627556;33288;593877
5/25/2022;Jawa Timur;576159;31637;544522
5/25/2022;Kalimantan Barat;64673;1128;63532
5/25/2022;Kalimantan Selatan;84304;2535;81750
5/25/2022;Kalimantan Tengah;56047;1540;54497
5/25/2022;Kalimantan Timur;206312;5714;200578
5/25/2022;Kalimantan Utara;45315;858;44390
5/25/2022;Kepulauan Bangka Belitung;65604;1601;64001
5/25/2022;Kepulauan Riau;70181;1880;68293
5/25/2022;Lampung;74459;4170;70154
5/25/2022;Maluku;18569;292;18254
5/25/2022;Maluku Utara;14522;330;14170
5/25/2022;Nusa Tenggara Barat;36073;901;35003
5/25/2022;Nusa Tenggara Timur;93831;1517;92279
5/25/2022;Papua;48593;579;47961
5/25/2022;Papua Barat;31414;381;30998
5/25/2022;Riau;150828;4428;146389
5/25/2022;Sulawesi Barat;15554;393;15154
5/25/2022;Sulawesi Selatan;143508;2474;140999
5/25/2022;Sulawesi Tengah;60798;1723;59061
5/25/2022;Sulawesi Tenggara;25589;567;25009
5/25/2022;Sulawesi Utara;51514;1190;50295
5/25/2022;Sumatera Barat;103820;2349;101422
5/25/2022;Sumatera Selatan;80474;3343;77104
5/25/2022;Sumatera Utara;155064;3254;151734
5/26/2022;Aceh;43702;2217;41482
5/26/2022;Bali;157567;4563;152846
5/26/2022;Banten;293032;2932;289888
5/26/2022;Bengkulu;29113;519;28591
5/26/2022;DKI Jakarta;1250200;15288;1234055
5/26/2022;Daerah Istimewa Yogyakarta;220655;5903;214654
5/26/2022;Gorontalo;13901;485;13397
5/26/2022;Indonesia;6053670;156556;5894103
5/26/2022;Jambi;38256;880;37363
5/26/2022;Jawa Barat;1106424;15839;1090210
5/26/2022;Jawa Tengah;627571;33288;593902
5/26/2022;Jawa Timur;576172;31638;544543
5/26/2022;Kalimantan Barat;64674;1128;63532
5/26/2022;Kalimantan Selatan;84305;2535;81750
5/26/2022;Kalimantan Tengah;56047;1540;54498
5/26/2022;Kalimantan Timur;206313;5715;200579
5/26/2022;Kalimantan Utara;45316;858;44391
5/26/2022;Kepulauan Bangka Belitung;65604;1601;64002
5/26/2022;Kepulauan Riau;70181;1880;68294
5/26/2022;Lampung;74460;4170;70158
5/26/2022;Maluku;18570;292;18254
5/26/2022;Maluku Utara;14522;330;14172
5/26/2022;Nusa Tenggara Barat;36073;901;35003
5/26/2022;Nusa Tenggara Timur;93832;1517;92282
5/26/2022;Papua;48593;579;47961
5/26/2022;Papua Barat;31418;381;30999
5/26/2022;Riau;150831;4428;146390
5/26/2022;Sulawesi Barat;15554;393;15154
5/26/2022;Sulawesi Selatan;143509;2474;140999
5/26/2022;Sulawesi Tengah;60799;1723;59061
5/26/2022;Sulawesi Tenggara;25589;567;25009
5/26/2022;Sulawesi Utara;51514;1190;50295
5/26/2022;Sumatera Barat;103820;2349;101422
5/26/2022;Sumatera Selatan;80476;3343;77110
5/26/2022;Sumatera Utara;155066;3254;151743
5/27/2022;Aceh;43702;2217;41482
5/27/2022;Bali;157578;4563;152863
5/27/2022;Banten;293047;2932;289908
5/27/2022;Bengkulu;29113;519;28591
5/27/2022;DKI Jakarta;1250310;15288;1234121
5/27/2022;Daerah Istimewa Yogyakarta;220659;5903;214655
5/27/2022;Gorontalo;13901;485;13397
5/27/2022;Indonesia;6053894;156565;5894380
5/27/2022;Jambi;38256;880;37364
5/27/2022;Jawa Barat;1106456;15841;1090243
5/27/2022;Jawa Tengah;627576;33291;593910
5/27/2022;Jawa Timur;576189;31639;544576
5/27/2022;Kalimantan Barat;64676;1128;63537
5/27/2022;Kalimantan Selatan;84305;2535;81750
5/27/2022;Kalimantan Tengah;56051;1540;54500
5/27/2022;Kalimantan Timur;206317;5715;200587
5/27/2022;Kalimantan Utara;45316;858;44448
5/27/2022;Kepulauan Bangka Belitung;65604;1601;64002
5/27/2022;Kepulauan Riau;70182;1880;68295
5/27/2022;Lampung;74463;4170;70162
5/27/2022;Maluku;18570;292;18254
5/27/2022;Maluku Utara;14523;330;14172
5/27/2022;Nusa Tenggara Barat;36073;901;35003
5/27/2022;Nusa Tenggara Timur;93834;1517;92285
5/27/2022;Papua;48596;579;47961
5/27/2022;Papua Barat;31424;381;30999
5/27/2022;Riau;150831;4429;146391
5/27/2022;Sulawesi Barat;15554;393;15155
5/27/2022;Sulawesi Selatan;143510;2474;141012
5/27/2022;Sulawesi Tengah;60800;1723;59063
5/27/2022;Sulawesi Tenggara;25589;567;25009
5/27/2022;Sulawesi Utara;51514;1190;50296
5/27/2022;Sumatera Barat;103820;2349;101423
5/27/2022;Sumatera Selatan;80478;3343;77112
5/27/2022;Sumatera Utara;155066;3254;151746
5/28/2022;Aceh;43702;2217;41482
5/28/2022;Bali;157587;4564;152900
5/28/2022;Banten;293073;2932;289922
5/28/2022;Bengkulu;29113;519;28591
5/28/2022;DKI Jakarta;1250414;15288;1234213
5/28/2022;Daerah Istimewa Yogyakarta;220683;5903;214664
5/28/2022;Gorontalo;13901;485;13397
5/28/2022;Indonesia;6054173;156573;5894628
5/28/2022;Jambi;38257;880;37364
5/28/2022;Jawa Barat;1106499;15842;1090278
5/28/2022;Jawa Tengah;627584;33291;593927
5/28/2022;Jawa Timur;576212;31640;544592
5/28/2022;Kalimantan Barat;64676;1128;63537
5/28/2022;Kalimantan Selatan;84309;2535;81752
5/28/2022;Kalimantan Tengah;56054;1540;54500
5/28/2022;Kalimantan Timur;206318;5715;200594
5/28/2022;Kalimantan Utara;45316;858;44448
5/28/2022;Kepulauan Bangka Belitung;65604;1601;64002
5/28/2022;Kepulauan Riau;70183;1880;68296
5/28/2022;Lampung;74466;4171;70167
5/28/2022;Maluku;18570;292;18254
5/28/2022;Maluku Utara;14524;330;14172
5/28/2022;Nusa Tenggara Barat;36074;901;35003
5/28/2022;Nusa Tenggara Timur;93841;1517;92287
5/28/2022;Papua;48598;579;47961
5/28/2022;Papua Barat;31432;381;30999
5/28/2022;Riau;150832;4429;146392
5/28/2022;Sulawesi Barat;15554;393;15157
5/28/2022;Sulawesi Selatan;143512;2474;141012
5/28/2022;Sulawesi Tengah;60801;1723;59063
5/28/2022;Sulawesi Tenggara;25590;567;25009
5/28/2022;Sulawesi Utara;51514;1190;50296
5/28/2022;Sumatera Barat;103822;2349;101424
5/28/2022;Sumatera Selatan;80478;3343;77112
5/28/2022;Sumatera Utara;155069;3254;151750
5/29/2022;Aceh;43702;2217;41482
5/29/2022;Bali;157596;4564;152907
5/29/2022;Banten;293099;2932;289972
5/29/2022;Bengkulu;29114;519;28593
5/29/2022;DKI Jakarta;1250503;15288;1234312
5/29/2022;Daerah Istimewa Yogyakarta;220697;5903;214675
5/29/2022;Gorontalo;13901;485;13397
5/29/2022;Indonesia;6054415;156574;5894889
5/29/2022;Jambi;38258;880;37367
5/29/2022;Jawa Barat;1106547;15842;1090320
5/29/2022;Jawa Tengah;627592;33291;593929
5/29/2022;Jawa Timur;576230;31640;544615
5/29/2022;Kalimantan Barat;64676;1128;63537
5/29/2022;Kalimantan Selatan;84309;2535;81753
5/29/2022;Kalimantan Tengah;56055;1540;54500
5/29/2022;Kalimantan Timur;206319;5715;200596
5/29/2022;Kalimantan Utara;45316;858;44448
5/29/2022;Kepulauan Bangka Belitung;65604;1601;64002
5/29/2022;Kepulauan Riau;70185;1881;68299
5/29/2022;Lampung;74471;4171;70168
5/29/2022;Maluku;18571;292;18254
5/29/2022;Maluku Utara;14524;330;14172
5/29/2022;Nusa Tenggara Barat;36075;901;35003
5/29/2022;Nusa Tenggara Timur;93844;1517;92287
5/29/2022;Papua;48598;579;47961
5/29/2022;Papua Barat;31439;381;31000
5/29/2022;Riau;150832;4429;146393
5/29/2022;Sulawesi Barat;15554;393;15157
5/29/2022;Sulawesi Selatan;143512;2474;141012
5/29/2022;Sulawesi Tengah;60802;1723;59067
5/29/2022;Sulawesi Tenggara;25590;567;25009
5/29/2022;Sulawesi Utara;51515;1190;50296
5/29/2022;Sumatera Barat;103822;2349;101426
5/29/2022;Sumatera Selatan;80481;3343;77114
5/29/2022;Sumatera Utara;155071;3254;151751
5/30/2022;Aceh;43702;2217;41482
5/30/2022;Bali;157612;4565;152922
5/30/2022;Banten;293133;2932;289984
5/30/2022;Bengkulu;29114;519;28593
5/30/2022;DKI Jakarta;1250584;15291;1234411
5/30/2022;Daerah Istimewa Yogyakarta;220698;5903;214677
5/30/2022;Gorontalo;13901;486;13413
5/30/2022;Indonesia;6054633;156586;5895176
5/30/2022;Jambi;38258;880;37372
5/30/2022;Jawa Barat;1106581;15846;1090356
5/30/2022;Jawa Tengah;627604;33291;593948
5/30/2022;Jawa Timur;576252;31641;544637
5/30/2022;Kalimantan Barat;64677;1128;63540
5/30/2022;Kalimantan Selatan;84309;2535;81753
5/30/2022;Kalimantan Tengah;56057;1540;54508
5/30/2022;Kalimantan Timur;206319;5715;200596
5/30/2022;Kalimantan Utara;45316;858;44450
5/30/2022;Kepulauan Bangka Belitung;65604;1601;64003
5/30/2022;Kepulauan Riau;70185;1881;68299
5/30/2022;Lampung;74471;4171;70171
5/30/2022;Maluku;18571;292;18261
5/30/2022;Maluku Utara;14527;330;14175
5/30/2022;Nusa Tenggara Barat;36075;901;35007
5/30/2022;Nusa Tenggara Timur;93849;1518;92292
5/30/2022;Papua;48599;579;47961
5/30/2022;Papua Barat;31443;381;31007
5/30/2022;Riau;150832;4429;146394
5/30/2022;Sulawesi Barat;15554;393;15157
5/30/2022;Sulawesi Selatan;143512;2474;141021
5/30/2022;Sulawesi Tengah;60802;1723;59069
5/30/2022;Sulawesi Tenggara;25590;567;25009
5/30/2022;Sulawesi Utara;51515;1191;50300
5/30/2022;Sumatera Barat;103822;2349;101429
5/30/2022;Sumatera Selatan;80481;3343;77116
5/30/2022;Sumatera Utara;155073;3254;151753
5/31/2022;Aceh;43702;2217;41482
5/31/2022;Bali;157620;4565;152933
5/31/2022;Banten;293177;2932;290013
5/31/2022;Bengkulu;29114;520;28593
5/31/2022;DKI Jakarta;1250716;15291;1234522
5/31/2022;Daerah Istimewa Yogyakarta;220711;5903;214681
5/31/2022;Gorontalo;13901;486;13413
5/31/2022;Indonesia;6054973;156591;5895423
5/31/2022;Jambi;38258;880;37372
5/31/2022;Jawa Barat;1106641;15848;1090387
5/31/2022;Jawa Tengah;627619;33292;593960
5/31/2022;Jawa Timur;576285;31641;544658
5/31/2022;Kalimantan Barat;64679;1128;63544
5/31/2022;Kalimantan Selatan;84310;2535;81755
5/31/2022;Kalimantan Tengah;56057;1540;54509
5/31/2022;Kalimantan Timur;206321;5715;200599
5/31/2022;Kalimantan Utara;45316;858;44450
5/31/2022;Kepulauan Bangka Belitung;65604;1601;64003
5/31/2022;Kepulauan Riau;70185;1881;68300
5/31/2022;Lampung;74471;4171;70171
5/31/2022;Maluku;18572;292;18263
5/31/2022;Maluku Utara;14528;330;14176
5/31/2022;Nusa Tenggara Barat;36075;901;35007
5/31/2022;Nusa Tenggara Timur;93856;1519;92293
5/31/2022;Papua;48600;579;47961
5/31/2022;Papua Barat;31453;381;31013
5/31/2022;Riau;150832;4429;146394
5/31/2022;Sulawesi Barat;15554;393;15157
5/31/2022;Sulawesi Selatan;143515;2474;141021
5/31/2022;Sulawesi Tengah;60803;1723;59071
5/31/2022;Sulawesi Tenggara;25590;567;25009
5/31/2022;Sulawesi Utara;51515;1191;50301
5/31/2022;Sumatera Barat;103825;2349;101434
5/31/2022;Sumatera Selatan;80481;3343;77116
5/31/2022;Sumatera Utara;155076;3254;151754
06/01/22;Aceh;43703;2217;41482
06/01/22;Bali;157629;4565;152936
06/01/22;Banten;293207;2932;290033
06/01/22;Bengkulu;29114;520;28593
06/01/22;DKI Jakarta;1250880;15291;1234601
06/01/22;Daerah Istimewa Yogyakarta;220754;5903;214681
06/01/22;Gorontalo;13901;486;13413
06/01/22;Indonesia;6055341;156594;5895606
06/01/22;Jambi;38260;880;37373
06/01/22;Jawa Barat;1106683;15848;1090421
06/01/22;Jawa Tengah;627631;33293;593965
06/01/22;Jawa Timur;576312;31642;544680
06/01/22;Kalimantan Barat;64679;1128;63544
06/01/22;Kalimantan Selatan;84313;2535;81755
06/01/22;Kalimantan Tengah;56059;1540;54509
06/01/22;Kalimantan Timur;206326;5715;200599
06/01/22;Kalimantan Utara;45316;858;44450
06/01/22;Kepulauan Bangka Belitung;65604;1601;64003
06/01/22;Kepulauan Riau;70185;1881;68300
06/01/22;Lampung;74472;4171;70174
06/01/22;Maluku;18572;292;18263
06/01/22;Maluku Utara;14528;330;14176
06/01/22;Nusa Tenggara Barat;36075;901;35007
06/01/22;Nusa Tenggara Timur;93862;1519;92294
06/01/22;Papua;48601;579;47961
06/01/22;Papua Barat;31456;381;31015
06/01/22;Riau;150832;4429;146394
06/01/22;Sulawesi Barat;15555;393;15157
06/01/22;Sulawesi Selatan;143518;2474;141021
06/01/22;Sulawesi Tengah;60805;1723;59072
06/01/22;Sulawesi Tenggara;25590;567;25009
06/01/22;Sulawesi Utara;51516;1191;50301
06/01/22;Sumatera Barat;103828;2349;101434
06/01/22;Sumatera Selatan;80483;3343;77117
06/01/22;Sumatera Utara;155081;3254;151764
06/02/22;Aceh;43703;2217;41482
06/02/22;Bali;157640;4565;152960
06/02/22;Banten;293238;2932;290039
06/02/22;Bengkulu;29114;520;28593
06/02/22;DKI Jakarta;1251038;15291;1234758
06/02/22;Daerah Istimewa Yogyakarta;220758;5905;214681
06/02/22;Gorontalo;13901;486;13413
06/02/22;Indonesia;6055645;156600;5895940
06/02/22;Jambi;38262;880;37375
06/02/22;Jawa Barat;1106715;15849;1090492
06/02/22;Jawa Tengah;627641;33295;593978
06/02/22;Jawa Timur;576341;31642;544703
06/02/22;Kalimantan Barat;64679;1128;63544
06/02/22;Kalimantan Selatan;84314;2535;81758
06/02/22;Kalimantan Tengah;56060;1540;54510
06/02/22;Kalimantan Timur;206334;5715;200601
06/02/22;Kalimantan Utara;45316;858;44452
06/02/22;Kepulauan Bangka Belitung;65604;1601;64003
06/02/22;Kepulauan Riau;70185;1881;68300
06/02/22;Lampung;74473;4171;70180
06/02/22;Maluku;18573;292;18265
06/02/22;Maluku Utara;14528;330;14176
06/02/22;Nusa Tenggara Barat;36076;901;35008
06/02/22;Nusa Tenggara Timur;93863;1519;92298
06/02/22;Papua;48603;579;47961
06/02/22;Papua Barat;31461;381;31016
06/02/22;Riau;150832;4429;146397
06/02/22;Sulawesi Barat;15555;393;15157
06/02/22;Sulawesi Selatan;143518;2474;141029
06/02/22;Sulawesi Tengah;60805;1723;59073
06/02/22;Sulawesi Tenggara;25590;567;25009
06/02/22;Sulawesi Utara;51516;1191;50301
06/02/22;Sumatera Barat;103830;2349;101434
06/02/22;Sumatera Selatan;80485;3343;77121
06/02/22;Sumatera Utara;155083;3254;151766
